#danRer7.ensGene.name	danRer7.ensGene.chrom	danRer7.ensGene.strand	danRer7.ensGene.txStart	danRer7.ensGene.txEnd	danRer7.ensGene.cdsStart	danRer7.ensGene.cdsEnd	danRer7.ensGene.exonCount	danRer7.ensGene.exonStarts	danRer7.ensGene.exonEnds	danRer7.ensGene.name2	danRer7.ensemblToGeneName.value	danRer7.geneSymbol
ENSDART00000112317	chr24	-	27191806	27196225	27192070	27196027	5	27191806,27192903,27193413,27195505,27195716,	27192088,27192977,27193497,27195564,27196225,	ENSDARG00000074696	zgc:194621	zgc:194621
ENSDART00000133684	chr24	+	27198711	27225926	27203398	27225372	13	27198711,27203371,27208741,27208935,27211777,27213882,27216365,27216696,27217041,27218159,27220908,27221081,27225211,	27198819,27203575,27208831,27209085,27212024,27214712,27216525,27216947,27217183,27218274,27221005,27221352,27225926,	ENSDARG00000079167	PHC3 (2 of 2)	PHC3 (2 of 2)
ENSDART00000136109	chr24	+	27198751	27203882	27203882	27203882	2	27198751,27203371,	27198819,27203882,	ENSDARG00000079167	PHC3 (2 of 2)	PHC3 (2 of 2)
ENSDART00000110011	chr24	+	27203398	27226283	27203398	27225372	12	27203398,27208741,27208935,27211777,27213882,27216365,27216696,27217041,27218159,27220908,27221081,27225211,	27203575,27208831,27209085,27212024,27214712,27216525,27216947,27217183,27218274,27221005,27221352,27226283,	ENSDARG00000079167	PHC3 (2 of 2)	PHC3 (2 of 2)
ENSDART00000136889	chr24	+	27216797	27221155	27221155	27221155	4	27216797,27218159,27220908,27221081,	27217183,27218274,27221005,27221155,	ENSDARG00000079167	PHC3 (2 of 2)	PHC3 (2 of 2)
ENSDART00000105784	chr24	+	27229142	27237920	27229280	27235986	3	27229142,27231768,27235606,	27229506,27231933,27237920,	ENSDARG00000030723	cldn11b	cldn11b
ENSDART00000122554	chr24	+	27229142	27237920	27229280	27235986	4	27229142,27231768,27235606,27237091,	27229506,27231933,27236164,27237920,	ENSDARG00000030723	cldn11b	cldn11b
ENSDART00000078628	chr24	-	27242922	27257455	27242922	27257455	7	27242922,27245992,27249103,27251006,27253199,27253689,27257157,	27243233,27246843,27249312,27251153,27253417,27253926,27257455,	ENSDARG00000079231	slc7a14b	slc7a14b
ENSDART00000079984	chr24	-	27271783	27276443	27271897	27276358	4	27271783,27274004,27275476,27276349,	27272042,27274126,27275581,27276443,	ENSDARG00000010244	rpl22l1	rpl22l1
ENSDART00000136871	chr24	-	27271783	27276443	27274179	27276358	4	27271783,27274004,27275476,27276349,	27272042,27274194,27275581,27276443,	ENSDARG00000010244	rpl22l1	rpl22l1
ENSDART00000139881	chr24	-	27271783	27274333	27274333	27274333	2	27271783,27274004,	27272042,27274333,	ENSDARG00000010244	rpl22l1	rpl22l1
ENSDART00000009609	chr24	-	27277901	27281843	27279314	27280830	5	27277901,27279456,27280476,27280662,27281831,	27279377,27279588,27280581,27280853,27281843,	ENSDARG00000017235	eif5a	eif5a
ENSDART00000125178	chr24	-	27278409	27281876	27279373	27280830	6	27278409,27279456,27279480,27280476,27280662,27281860,	27279377,27279479,27279588,27280581,27280839,27281876,	ENSDARG00000017235	eif5a	eif5a
ENSDART00000113739	chr24	-	27278923	27281947	27279314	27280830	5	27278923,27279456,27280476,27280662,27281860,	27279377,27279588,27280581,27280853,27281947,	ENSDARG00000017235	eif5a	eif5a
ENSDART00000133782	chr24	-	27278957	27281865	27279314	27280830	5	27278957,27279456,27280476,27280662,27281597,	27279377,27279588,27280581,27280853,27281865,	ENSDARG00000017235	eif5a	eif5a
ENSDART00000135496	chr24	-	27279050	27281700	27279314	27280830	5	27279050,27279456,27280476,27280662,27281597,	27279377,27279588,27280581,27280839,27281700,	ENSDARG00000017235	eif5a	eif5a
ENSDART00000140647	chr24	-	27279243	27280900	27279314	27280830	4	27279243,27279456,27280476,27280662,	27279377,27279588,27280581,27280900,	ENSDARG00000017235	eif5a	eif5a
ENSDART00000141029	chr24	-	27279513	27281910	27279513	27280830	4	27279513,27280476,27280662,27281860,	27279588,27280581,27280839,27281910,	ENSDARG00000017235	eif5a	eif5a
ENSDART00000138089	chr24	-	27305489	27331256	27331256	27331256	13	27305489,27306870,27307487,27307706,27309784,27310149,27313315,27315389,27323835,27324021,27326293,27327331,27331203,	27305532,27306971,27307622,27307850,27309967,27310243,27313424,27315571,27323933,27324140,27326403,27327568,27331256,	ENSDARG00000009031	tnikb	tnikb
ENSDART00000137129	chr24	-	27438500	27444625	27444625	27444625	4	27438500,27438740,27440533,27444284,	27438649,27438885,27440792,27444625,	ENSDARG00000092049	si:dkey-70n11.1	si:dkey-70n11.1
ENSDART00000079726	chr24	-	27458581	27511823	27459698	27511823	25	27458581,27462301,27462511,27464801,27479405,27480346,27480697,27483986,27484187,27485117,27485533,27488724,27490936,27493347,27493629,27498048,27501481,27501727,27502737,27504509,27504656,27504793,27507318,27508989,27511678,	27459923,27462419,27462665,27464936,27479455,27480460,27480786,27484097,27484301,27485236,27485662,27488941,27491125,27493458,27493711,27498132,27501631,27501880,27502830,27504568,27504722,27504905,27507461,27509156,27511823,	ENSDARG00000057125	pld1b	pld1b
ENSDART00000124580	chr24	-	27501478	27511811	27501478	27511811	9	27501478,27501727,27502737,27504509,27504656,27504793,27507318,27508989,27511678,	27501631,27501880,27502830,27504568,27504722,27504905,27507461,27509156,27511811,	ENSDARG00000057125	pld1b	pld1b
ENSDART00000079721	chr24	+	27538906	27542860	27538906	27542860	2	27538906,27542552,	27539696,27542860,	ENSDARG00000057117	ghsrb	ghsrb
ENSDART00000087991	chr24	-	27546897	27652049	27550704	27652049	25	27546897,27558348,27560381,27562802,27569068,27573959,27576101,27578285,27582509,27582707,27584738,27584924,27587795,27589820,27590923,27591884,27593867,27596210,27596534,27603622,27608634,27611279,27617300,27651678,27651941,	27551004,27558476,27560548,27563012,27569355,27574109,27576215,27578464,27582615,27582826,27584813,27585060,27587882,27589995,27591048,27591938,27594006,27596270,27596677,27603681,27608916,27611508,27617377,27651754,27652049,	ENSDARG00000062023	fndc3bb	fndc3bb
ENSDART00000147788	chr24	-	27550636	27617379	27550704	27617379	23	27550636,27558348,27560381,27562802,27569068,27573959,27576101,27578285,27582509,27582707,27584738,27584924,27587795,27589820,27590923,27591884,27593867,27596210,27596534,27603622,27608634,27611279,27617300,	27551004,27558476,27560548,27563012,27569355,27574109,27576215,27578464,27582615,27582826,27584813,27585060,27587882,27589995,27591048,27591938,27594006,27596270,27596677,27603681,27608916,27611508,27617379,	ENSDARG00000062023	fndc3bb	fndc3bb
ENSDART00000079843	chr24	+	27757737	27761535	27757737	27761535	5	27757737,27758985,27759300,27759462,27760920,	27757878,27759217,27759370,27759634,27761535,	ENSDARG00000057230	CR376848.1	CR376848.1
ENSDART00000089351	chr24	+	27766001	27772951	27766098	27772349	5	27766001,27766318,27766753,27770277,27771728,	27766236,27766544,27766823,27770449,27772951,	ENSDARG00000062087	nceh1b	nceh1b
ENSDART00000079848	chr24	+	27802725	27807780	27802788	27806864	5	27802725,27804079,27804453,27805839,27806400,	27802911,27804226,27804499,27805959,27807780,	ENSDARG00000057241	tnfsf10	tnfsf10
ENSDART00000123354	chr24	-	27811450	27815644	27812222	27815429	2	27811450,27815287,	27813877,27815644,	ENSDARG00000039430	msl2b	msl2b
ENSDART00000142864	chr24	-	27818965	27865418	27819917	27852102	34	27818965,27822382,27822593,27824271,27826307,27828536,27830046,27832027,27832264,27832437,27834842,27835125,27835309,27837578,27837754,27838468,27838753,27840570,27840889,27841086,27841456,27841679,27842472,27842643,27842833,27844691,27844861,27847930,27848212,27850571,27850756,27850981,27852073,27865275,	27819941,27822463,27822708,27824385,27826482,27828745,27830175,27832176,27832366,27832577,27835017,27835218,27835390,27837666,27837825,27838672,27838843,27840663,27840993,27841204,27841571,27841787,27842552,27842742,27842957,27844765,27845013,27848135,27848289,27850668,27850894,27851099,27852206,27865418,	ENSDARG00000062137	stag1b	stag1b
ENSDART00000089376	chr24	-	27819917	27852102	27819917	27852102	33	27819917,27822382,27822593,27824271,27826307,27828536,27830046,27832027,27832264,27832437,27834842,27835125,27835309,27837578,27837754,27838468,27838753,27840570,27840889,27841086,27841456,27841679,27842472,27842643,27842833,27844691,27844861,27847930,27848212,27850571,27850756,27850981,27852073,	27819941,27822463,27822708,27824385,27826482,27828745,27830175,27832176,27832366,27832577,27835017,27835218,27835390,27837666,27837825,27838672,27838843,27840663,27840993,27841204,27841571,27841787,27842552,27842742,27842957,27844765,27845013,27848135,27848289,27850668,27850894,27851099,27852102,	ENSDARG00000062137	stag1b	stag1b
ENSDART00000089506	chr24	+	27868051	27889794	27871982	27889702	17	27868051,27871930,27876220,27876457,27876780,27878264,27878526,27878722,27878941,27879083,27879379,27881066,27881434,27883633,27884143,27887032,27889435,	27868508,27872069,27876368,27876613,27876862,27878401,27878630,27878833,27878995,27879290,27879492,27881312,27881480,27883816,27884274,27887132,27889794,	ENSDARG00000062146	larp4b	larp4b
ENSDART00000148554	chr24	+	27893762	27901232	27901232	27901232	2	27893762,27900942,	27893948,27901232,	ENSDARG00000062154	dip2c	dip2c
ENSDART00000131797	chr24	+	28046319	28048997	28048997	28048997	2	28046319,28048588,	28046440,28048997,	ENSDARG00000062154	dip2c	dip2c
ENSDART00000105768	chr24	-	28094996	28126592	28096800	28121755	17	28094996,28101989,28102314,28106635,28106786,28108670,28108881,28109031,28109168,28109327,28109524,28113975,28116792,28117132,28121383,28121639,28126434,	28096923,28102175,28102608,28106704,28107030,28108789,28108959,28109087,28109256,28109420,28109602,28114137,28116825,28117156,28121543,28121771,28126592,	ENSDARG00000057249	zmynd11	zmynd11
ENSDART00000134380	chr24	-	28109034	28114682	28114682	28114682	5	28109034,28109168,28109327,28109524,28113975,	28109087,28109256,28109420,28109602,28114682,	ENSDARG00000057249	zmynd11	zmynd11
ENSDART00000079863	chr24	-	28114862	28126592	28126592	28126592	5	28114862,28117132,28121383,28121639,28126434,	28116825,28117156,28121543,28121771,28126592,	ENSDARG00000057249	zmynd11	zmynd11
ENSDART00000134339	chr24	-	28116760	28126599	28126599	28126599	4	28116760,28121383,28121639,28126434,	28117156,28121543,28121771,28126599,	ENSDARG00000057249	zmynd11	zmynd11
ENSDART00000142375	chr24	+	28251914	28253442	28253442	28253442	4	28251914,28252134,28252375,28253172,	28252006,28252293,28252431,28253442,	ENSDARG00000092324	si:dkey-25o1.8	si:dkey-25o1.8
ENSDART00000145829	chr24	-	28267611	28270271	28267780	28270228	4	28267611,28269801,28269961,28270155,	28267811,28269876,28270073,28270271,	ENSDARG00000093608	si:dkey-25o1.6	si:dkey-25o1.6
ENSDART00000137420	chr24	-	28269713	28270260	28270260	28270260	3	28269713,28269961,28270155,	28269876,28270076,28270260,	ENSDARG00000093608	si:dkey-25o1.6	si:dkey-25o1.6
ENSDART00000041770	chr24	-	28278208	28279853	28278291	28279771	5	28278208,28278978,28279346,28279500,28279698,	28278430,28279038,28279421,28279615,28279853,	ENSDARG00000032993	si:dkey-25o1.9	si:dkey-25o1.9
ENSDART00000141124	chr24	-	28286845	28289452	28287118	28289318	4	28286845,28287231,28287950,28289239,	28287141,28287299,28288077,28289452,	ENSDARG00000094002	si:dkey-25o1.5	si:dkey-25o1.5
ENSDART00000132590	chr24	-	28291329	28293951	28291993	28292551	4	28291329,28292166,28292444,28293811,	28292021,28292241,28292560,28293951,	ENSDARG00000093570	si:dkey-25o1.7	si:dkey-25o1.7
ENSDART00000136433	chr24	-	28320338	28322742	28320491	28322719	5	28320338,28321706,28321888,28322445,28322640,	28320527,28321788,28322006,28322487,28322742,	ENSDARG00000093098	si:dkey-25o1.4	si:dkey-25o1.4
ENSDART00000110748	chr24	-	28329857	28331549	28330131	28331547	5	28329857,28330581,28330761,28331252,28331468,	28330158,28330663,28330882,28331294,28331549,	ENSDARG00000078205	si:dkey-25o1.3	si:dkey-25o1.3
ENSDART00000139874	chr24	-	28340350	28344025	28340540	28343959	5	28340350,28341167,28341334,28342901,28343880,	28340570,28341249,28341446,28342946,28344025,	ENSDARG00000092283	si:dkey-25o1.2	si:dkey-25o1.2
ENSDART00000119468	chr24	+	28355189	28355313	28355313	28355313	1	28355189,	28355313,	ENSDARG00000084068	U1	U1
ENSDART00000105771	chr24	+	28381987	28383105	28382045	28382845	3	28381987,28382235,28382547,	28382112,28382350,28383105,	ENSDARG00000071499	si:ch211-260d11.1	si:ch211-260d11.1
ENSDART00000147835	chr24	+	28489152	28546537	28546537	28546537	4	28489152,28493481,28545583,28546468,	28489381,28493590,28545651,28546537,	ENSDARG00000020080	ek1	ek1
ENSDART00000145290	chr24	-	29007354	29007984	29007848	29007984	1	29007354,	29007984,	ENSDARG00000094704	bcl2	bcl2
ENSDART00000105690	chr24	-	29150633	29151442	29150633	29151387	2	29150633,29150835,	29150642,29151442,	ENSDARG00000025613	bcl2	bcl2
ENSDART00000105691	chr24	-	29154126	29165706	29154261	29165705	4	29154126,29163013,29165199,29165617,	29154395,29163145,29165361,29165706,	ENSDARG00000012388	CU855779.1	CU855779.1
ENSDART00000148618	chr24	-	29175048	29229009	29176359	29228736	12	29175048,29181585,29186365,29186592,29186731,29189590,29190561,29190824,29198711,29205858,29215827,29228705,	29176397,29181679,29186512,29186630,29186897,29189717,29190616,29190870,29198770,29205940,29215937,29229009,	ENSDARG00000012625	prkag2a	prkag2a
ENSDART00000149589	chr24	-	29175769	29181652	29176359	29181652	2	29175769,29181508,	29176397,29181652,	ENSDARG00000012625	prkag2a	prkag2a
ENSDART00000121107	chr24	+	29260479	29260594	29260594	29260594	1	29260479,	29260594,	ENSDARG00000085707	5S_rRNA	5S_rRNA
ENSDART00000148419	chr24	-	29287156	29303962	29303962	29303962	2	29287156,29303600,	29287691,29303962,	ENSDARG00000012625	prkag2a	prkag2a
ENSDART00000018095	chr24	+	29305846	29320410	29306020	29319666	9	29305846,29306894,29307356,29307648,29309397,29314868,29315038,29316820,29319558,	29306083,29307036,29307485,29307782,29309490,29314958,29315139,29317043,29320410,	ENSDARG00000045294	sh3glb1a	sh3glb1a
ENSDART00000105749	chr24	-	29333487	29341969	29333645	29337641	3	29333487,29337533,29341847,	29335595,29337654,29341969,	ENSDARG00000071491	nrros	nrros
ENSDART00000154077	chr24	+	29370911	29479826	29370930	29479158	21	29370911,29432256,29444955,29448015,29449335,29450646,29452514,29452700,29453545,29454768,29459464,29463908,29467400,29470516,29472285,29474703,29474994,29475232,29475560,29478035,29478226,	29371216,29432400,29445052,29448088,29449396,29450865,29452579,29452811,29453626,29454939,29459655,29464063,29467529,29470615,29472449,29474892,29475132,29475465,29475876,29478141,29479826,	ENSDARG00000026329	arhgap29a	arhgap29a
ENSDART00000018037	chr24	+	29370930	29480215	29370930	29479158	22	29370930,29432256,29444955,29448015,29449335,29450718,29452514,29452700,29453545,29454768,29457063,29459464,29463908,29467400,29470516,29472285,29474703,29474994,29475232,29475560,29478026,29478226,	29371216,29432400,29445052,29448088,29449396,29450865,29452579,29452811,29453626,29454939,29457201,29459655,29464063,29467529,29470615,29472449,29474892,29475132,29475465,29475876,29478141,29480215,	ENSDARG00000026329	arhgap29a	arhgap29a
ENSDART00000155924	chr24	+	29450524	29454848	29452543	29454848	5	29450524,29452513,29452700,29453545,29454768,	29450865,29452579,29452811,29453626,29454848,	ENSDARG00000026329	arhgap29a	arhgap29a
ENSDART00000157059	chr24	-	29475091	29483696	29483696	29483696	2	29475091,29483562,	29475858,29483696,	ENSDARG00000097330	arhgap29a	arhgap29a
ENSDART00000028977	chr24	-	29566942	29571885	29567686	29571823	9	29566942,29569616,29569728,29569895,29570999,29571119,29571381,29571591,29571781,	29567694,29569662,29569817,29569953,29571043,29571192,29571487,29571707,29571885,	ENSDARG00000089485	si:ch211-266k13.4	si:ch211-266k13.4
ENSDART00000153933	chr24	+	29573618	29578464	29578464	29578464	4	29573618,29575019,29577206,29578128,	29573716,29575095,29577284,29578464,	ENSDARG00000097841	si:ch211-266k13.3	si:ch211-266k13.3
ENSDART00000156591	chr24	-	29894608	29897424	29897424	29897424	2	29894608,29897366,	29895089,29897424,	ENSDARG00000096900	si:ch211-287n14.5	si:ch211-287n14.5
ENSDART00000154415	chr24	+	29897551	29899816	29899816	29899816	2	29897551,29899657,	29897718,29899816,	ENSDARG00000097835	si:ch211-287n14.4	si:ch211-287n14.4
ENSDART00000156201	chr24	-	29949952	29951073	29951034	29951073	2	29949952,29950760,	29950072,29951073,	ENSDARG00000093650	si:ch211-287n14.3	si:ch211-287n14.3
ENSDART00000144631	chr24	-	29949960	29953215	29950065	29953160	3	29949960,29952095,29953121,	29950072,29952184,29953215,	ENSDARG00000093650	si:ch211-287n14.3	si:ch211-287n14.3
ENSDART00000153676	chr24	-	29949972	29953157	29951034	29953157	5	29949972,29950786,29951937,29952095,29953121,	29950072,29951080,29952003,29952184,29953157,	ENSDARG00000093650	si:ch211-287n14.3	si:ch211-287n14.3
ENSDART00000157282	chr24	-	29950926	29952182	29951480	29952182	4	29950926,29951355,29951937,29952095,	29951125,29951541,29952003,29952182,	ENSDARG00000093650	si:ch211-287n14.3	si:ch211-287n14.3
ENSDART00000148560	chr24	-	29950931	29953158	29951995	29953158	5	29950931,29951355,29951937,29952114,29953121,	29951125,29951615,29952003,29952184,29953158,	ENSDARG00000093650	si:ch211-287n14.3	si:ch211-287n14.3
ENSDART00000149616	chr24	-	29950937	29952184	29951099	29952184	4	29950937,29951355,29951937,29952095,	29951125,29951594,29952003,29952184,	ENSDARG00000093650	si:ch211-287n14.3	si:ch211-287n14.3
ENSDART00000150203	chr24	-	29950937	29953168	29951115	29953160	4	29950937,29951937,29952095,29953121,	29951125,29952003,29952184,29953168,	ENSDARG00000093650	si:ch211-287n14.3	si:ch211-287n14.3
ENSDART00000156643	chr24	-	29950963	29953166	29951480	29953160	4	29950963,29951937,29952095,29953121,	29951541,29952003,29952184,29953166,	ENSDARG00000093650	si:ch211-287n14.3	si:ch211-287n14.3
ENSDART00000156524	chr24	-	29951765	29952182	29952182	29952182	2	29951765,29952095,	29952003,29952182,	ENSDARG00000093650	si:ch211-287n14.3	si:ch211-287n14.3
ENSDART00000119290	chr24	-	29957148	29957265	29957265	29957265	1	29957148,	29957265,	ENSDARG00000083890	5S_rRNA	5S_rRNA
ENSDART00000119108	chr24	-	29975232	29975351	29975351	29975351	1	29975232,	29975351,	ENSDARG00000083708	5S_rRNA	5S_rRNA
ENSDART00000101641	chr24	+	30278845	30280240	30278861	30279911	1	30278845,	30280240,	ENSDARG00000069706	prmt6	prmt6
ENSDART00000136763	chr24	-	30490374	30512690	30490374	30512690	5	30490374,30495729,30508805,30510491,30512573,	30490419,30495881,30508908,30510579,30512690,	ENSDARG00000086623	vav3a	vav3a
