#dm3.ensGene.name	dm3.ensGene.chrom	dm3.ensGene.strand	dm3.ensGene.txStart	dm3.ensGene.txEnd	dm3.ensGene.cdsStart	dm3.ensGene.cdsEnd	dm3.ensGene.exonCount	dm3.ensGene.exonStarts	dm3.ensGene.exonEnds	dm3.ensGene.name2	dm3.ensemblToGeneName.value	dm3.geneSymbol
FBtr0113180	chr3L	+	19514366	19520372	19514479	19520244	3	19514366,19516336,19519122,	19514491,19516477,19520372,	FBgn0036880	Cpr76Bc	Cpr76Bc
FBtr0074976	chr3L	-	19531524	19537272	19531712	19535976	4	19531524,19533377,19535397,19535634,	19533316,19535280,19535568,19537272,	FBgn0036882	CG9279	CG9279
FBtr0332758	chr3L	-	19531524	19536054	19531712	19535976	4	19531524,19533377,19535397,19535634,	19533316,19535280,19535568,19536054,	FBgn0036882	CG9279	CG9279
FBtr0332757	chr3L	+	19536199	19536722	19536382	19536571	2	19536199,19536302,	19536226,19536722,	FBgn0264477	CG43885	CG43885
FBtr0074974	chr3L	-	19537444	19545390	19537581	19545367	14	19537444,19537704,19537946,19538408,19540217,19540396,19540898,19541231,19541476,19541763,19543129,19544227,19544464,19545319,	19537641,19537872,19538138,19538620,19540329,19540831,19541174,19541415,19541709,19543071,19544171,19544407,19545258,19545390,	FBgn0262517	l(3)76BDr	l(3)76BDr
FBtr0074936	chr3L	+	19538209	19540393	19538783	19540201	4	19538209,19538782,19539232,19539872,	19538649,19539064,19539816,19540393,	FBgn0260461	Rcd7	Rcd7
FBtr0074937	chr3L	+	19538703	19540393	19538783	19540201	3	19538703,19539232,19539872,	19539064,19539816,19540393,	FBgn0260461	Rcd7	Rcd7
FBtr0074938	chr3L	+	19545519	19547867	19545575	19547789	4	19545519,19545765,19545984,19546428,	19545707,19545930,19546348,19547867,	FBgn0036886	CG9300	CG9300
FBtr0304196	chr3L	+	19558230	19558308	19558308	19558308	1	19558230,	19558308,	FBgn0262373	mir-9a	mir-9a
FBtr0304197	chr3L	+	19558239	19558262	19558262	19558262	1	19558239,	19558262,	FBgn0262373	mir-9a	mir-9a
FBtr0112853	chr3L	-	19559950	19577668	19561720	19567795	7	19559950,19562760,19565390,19565813,19566098,19567593,19577421,	19561816,19562913,19565579,19565976,19567011,19568159,19577668,	FBgn0005564	Shal	Shal
FBtr0333273	chr3L	-	19561537	19577668	19561720	19567795	6	19561537,19565390,19565813,19566098,19567593,19577421,	19561816,19565579,19565976,19567011,19568159,19577668,	FBgn0005564	Shal	Shal
FBtr0074973	chr3L	-	19564679	19577668	19565173	19567795	6	19564679,19565390,19565813,19566098,19567593,19577410,	19565179,19565579,19565976,19567011,19568159,19577668,	FBgn0005564	Shal	Shal
FBtr0074972	chr3L	-	19578192	19579070	19578573	19579015	2	19578192,19578848,	19578784,19579070,	FBgn0036887	CG9231	CG9231
FBtr0074940	chr3L	+	19579352	19582211	19579481	19582083	8	19579352,19579634,19579991,19580273,19580980,19581222,19581779,19581930,	19579569,19579891,19580215,19580921,19581154,19581713,19581871,19582211,	FBgn0036888	CG9330	CG9330
FBtr0074971	chr3L	-	19582171	19583624	19582294	19583578	2	19582171,19582502,	19582442,19583624,	FBgn0036889	CG14100	CG14100
FBtr0306009	chr3L	-	19583872	19591855	19584401	19591336	6	19583872,19584651,19584917,19586450,19591255,19591485,	19584581,19584858,19586387,19591193,19591356,19591855,	FBgn0005386	ash1	ash1
FBtr0306010	chr3L	-	19583872	19591855	19584401	19591336	6	19583872,19584651,19584917,19586450,19591255,19591470,	19584581,19584858,19586387,19591193,19591356,19591855,	FBgn0005386	ash1	ash1
FBtr0074941	chr3L	+	19592187	19594482	19592259	19594319	4	19592187,19593206,19593433,19594009,	19593144,19593376,19593889,19594482,	FBgn0010417	Taf6	Taf6
FBtr0333272	chr3L	+	19592187	19594482	19592259	19594319	4	19592187,19593206,19593433,19594012,	19593144,19593376,19593889,19594482,	FBgn0010417	Taf6	Taf6
FBtr0074942	chr3L	+	19594732	19597220	19594872	19596081	3	19594732,19595141,19595770,	19595076,19595160,19597220,	FBgn0036890	CG9368	CG9368
FBtr0074943	chr3L	+	19594732	19597220	19594876	19595277	2	19594732,19595141,	19595076,19597220,	FBgn0036890	CG9368	CG9368
FBtr0074944	chr3L	+	19594732	19597220	19594872	19596081	3	19594732,19595141,19595755,	19595076,19595160,19597220,	FBgn0036890	CG9368	CG9368
FBtr0074969	chr3L	-	19597497	19599190	19597774	19598351	4	19597497,19597923,19598129,19599161,	19597863,19598074,19598546,19599190,	FBgn0020277	lush	lush
FBtr0301489	chr3L	-	19597507	19599071	19597774	19598351	4	19597507,19597923,19598129,19599055,	19597863,19598074,19598546,19599071,	FBgn0020277	lush	lush
FBtr0074945	chr3L	+	19599307	19601468	19599680	19601375	5	19599307,19599932,19600140,19600345,19601102,	19599768,19600081,19600277,19600925,19601468,	FBgn0036891	CG9372	CG9372
FBtr0074967	chr3L	-	19600956	19605299	19601525	19605182	9	19600956,19601831,19602080,19602865,19603351,19603714,19603901,19604424,19604843,	19601768,19602021,19602809,19603288,19603656,19603844,19604307,19604680,19605299,	FBgn0036892	Lon	Lon
FBtr0273410	chr3L	-	19600956	19605299	19601525	19605182	9	19600956,19601831,19602080,19602865,19603351,19603714,19603901,19604424,19604843,	19601768,19602021,19602809,19603288,19603656,19603844,19604361,19604680,19605299,	FBgn0036892	Lon	Lon
FBtr0074946	chr3L	+	19605554	19606589	19605650	19606361	1	19605554,	19606589,	FBgn0036893	CG9376	CG9376
FBtr0333896	chr3L	-	19606526	19611621	19606837	19611545	8	19606526,19607623,19608109,19609116,19609633,19609939,19610923,19611379,	19607493,19608049,19609022,19609579,19609882,19610864,19611085,19611621,	FBgn0260655	l(3)76BDm	l(3)76BDm
FBtr0074966	chr3L	-	19606779	19611621	19606837	19611545	8	19606779,19607623,19608109,19609116,19609633,19609939,19610923,19611379,	19607493,19608049,19609022,19609579,19609882,19610864,19611085,19611621,	FBgn0260655	l(3)76BDm	l(3)76BDm
FBtr0074947	chr3L	+	19611993	19613498	19612278	19612935	1	19611993,	19613498,	FBgn0029094	asf1	asf1
FBtr0302381	chr3L	+	19611993	19613122	19612278	19612935	1	19611993,	19613122,	FBgn0029094	asf1	asf1
FBtr0074948	chr3L	+	19613601	19617409	19613706	19617293	2	19613601,19613854,	19613792,19617409,	FBgn0036895	CG9392	CG9392
FBtr0074965	chr3L	-	19617505	19628883	19618647	19627480	8	19617505,19619111,19620330,19620543,19621251,19622364,19627331,19628530,	19619044,19620010,19620484,19621197,19621443,19622853,19627563,19628883,	FBgn0036896	wnd	wnd
FBtr0074963	chr3L	-	19617505	19628746	19618647	19627480	8	19617505,19619111,19620330,19620543,19621251,19622364,19627331,19628521,	19619044,19620010,19620484,19621197,19621443,19622853,19627563,19628746,	FBgn0036896	wnd	wnd
FBtr0074964	chr3L	-	19617505	19628728	19618647	19627480	8	19617505,19619111,19620330,19620543,19621251,19622364,19627331,19628580,	19619044,19620010,19620484,19621197,19621443,19622853,19627563,19628728,	FBgn0036896	wnd	wnd
FBtr0302513	chr3L	-	19618517	19626196	19618647	19625534	7	19618517,19619111,19620330,19620543,19621251,19622364,19625466,	19619044,19620010,19620484,19621197,19621443,19622853,19626196,	FBgn0036896	wnd	wnd
FBtr0074962	chr3L	-	19630867	19635916	19631550	19635767	5	19630867,19632983,19634164,19634993,19635451,	19631645,19633418,19634318,19635124,19635916,	FBgn0036897	CG8786	CG8786
FBtr0331862	chr3L	-	19630867	19635916	19632672	19635767	4	19630867,19634164,19634993,19635451,	19633418,19634318,19635124,19635916,	FBgn0036897	CG8786	CG8786
FBtr0290116	chr3L	-	19632501	19635916	19632672	19635767	4	19632501,19634164,19634993,19635451,	19633418,19634318,19635124,19635916,	FBgn0036897	CG8786	CG8786
FBtr0306354	chr3L	-	19633458	19635916	19633587	19635767	4	19633458,19634164,19634993,19635451,	19634084,19634318,19635124,19635916,	FBgn0036897	CG8786	CG8786
FBtr0074961	chr3L	-	19640379	19642951	19640493	19642860	3	19640379,19640710,19642540,	19640654,19641525,19642951,	FBgn0022774	Oat	Oat
FBtr0331861	chr3L	-	19643917	19657204	19644067	19650414	9	19643917,19644570,19645247,19645746,19646167,19646389,19649909,19650195,19656973,	19644331,19644811,19645518,19646050,19646326,19647015,19650063,19650441,19657204,	FBgn0036899	tey	tey
FBtr0074960	chr3L	-	19643917	19656764	19644321	19656495	9	19643917,19644570,19645247,19645746,19646167,19646389,19649909,19650195,19656378,	19644327,19644811,19645518,19646050,19646326,19647015,19650063,19650471,19656764,	FBgn0036899	tey	tey
FBtr0273407	chr3L	-	19643917	19656764	19644067	19656495	9	19643917,19644513,19645247,19645746,19646167,19646389,19649909,19650195,19656378,	19644331,19644811,19645518,19646050,19646326,19647015,19650063,19650471,19656764,	FBgn0036899	tey	tey
FBtr0331860	chr3L	-	19643917	19656764	19644067	19656495	9	19643917,19644570,19645247,19645746,19646167,19646389,19649909,19650195,19656378,	19644331,19644811,19645518,19646050,19646326,19647015,19650063,19650441,19656764,	FBgn0036899	tey	tey
FBtr0089597	chr3L	-	19677040	19680453	19677931	19680335	5	19677040,19678837,19679057,19679894,19680094,	19678778,19678991,19679746,19680036,19680453,	FBgn0036900	CG8765	CG8765
FBtr0089598	chr3L	-	19677040	19680453	19677931	19680007	6	19677040,19678837,19679057,19679894,19680094,19680247,	19678778,19678991,19679746,19680036,19680185,19680453,	FBgn0036900	CG8765	CG8765
FBtr0331859	chr3L	-	19677040	19680453	19677931	19680335	5	19677040,19678837,19679057,19679894,19680094,	19678778,19678991,19679740,19680036,19680453,	FBgn0036900	CG8765	CG8765
FBtr0074949	chr3L	+	19680736	19683092	19680827	19682758	6	19680736,19681317,19681817,19682158,19682371,19682651,	19680896,19681763,19682019,19682288,19682458,19683092,	FBgn0004623	Gbeta76C	Gbeta76C
FBtr0074954	chr3L	-	19683132	19688360	19683605	19688124	7	19683132,19684908,19685364,19686082,19686599,19688072,19688264,	19684756,19685058,19685477,19686194,19686671,19688142,19688360,	FBgn0261341	verm	verm
FBtr0074956	chr3L	-	19683132	19688359	19683605	19688124	6	19683132,19684908,19685820,19686082,19688072,19688264,	19684756,19685058,19685951,19686194,19688142,19688359,	FBgn0261341	verm	verm
FBtr0074957	chr3L	-	19683132	19688359	19683605	19688124	6	19683132,19684908,19685364,19686082,19688072,19688264,	19684756,19685058,19685477,19686194,19688142,19688359,	FBgn0261341	verm	verm
FBtr0302333	chr3L	-	19683132	19688359	19683605	19688124	7	19683132,19684908,19685820,19686082,19686599,19688072,19688264,	19684756,19685058,19685951,19686194,19686671,19688142,19688359,	FBgn0261341	verm	verm
FBtr0302334	chr3L	-	19683132	19688359	19685457	19688124	7	19683132,19684908,19685364,19685820,19686082,19688072,19688264,	19684756,19685058,19685477,19685951,19686194,19688142,19688359,	FBgn0261341	verm	verm
FBtr0302335	chr3L	-	19683132	19688359	19683605	19688124	6	19683132,19684908,19685364,19686082,19688072,19688260,	19684756,19685058,19685477,19686194,19688142,19688359,	FBgn0261341	verm	verm
FBtr0074953	chr3L	-	19694076	19701115	19694450	19700574	4	19694076,19698908,19699324,19700519,	19695598,19699158,19699497,19701115,	FBgn0260653	serp	serp
FBtr0333862	chr3L	-	19694076	19700800	19694450	19700574	4	19694076,19698908,19699324,19700519,	19695598,19699158,19699497,19700800,	FBgn0260653	serp	serp
FBtr0074952	chr3L	-	19707517	19711428	19708368	19711168	3	19707517,19709247,19710799,	19709107,19710098,19711428,	FBgn0262516	trpml	trpml
FBtr0302278	chr3L	-	19712626	19786669	19713543	19719915	18	19712626,19715361,19715620,19715914,19716290,19716573,19716967,19717378,19717615,19717856,19718151,19718380,19719220,19719409,19719747,19773139,19783063,19786553,	19715274,19715526,19715849,19716221,19716456,19716906,19717258,19717539,19717787,19718079,19718306,19718593,19719286,19719607,19719973,19773379,19783354,19786669,	FBgn0261360	CG42637	CG42637
FBtr0302279	chr3L	-	19712626	19786669	19713543	19719915	19	19712626,19715361,19715620,19715914,19716290,19716573,19716967,19717378,19717615,19717856,19718151,19718380,19719220,19719409,19719747,19773139,19783063,19784547,19786553,	19715274,19715526,19715849,19716221,19716456,19716906,19717258,19717539,19717787,19718079,19718306,19718593,19719286,19719607,19719973,19773379,19783354,19784710,19786669,	FBgn0261360	CG42637	CG42637
FBtr0302277	chr3L	-	19712626	19784141	19713543	19719915	18	19712626,19715361,19715620,19715914,19716290,19716573,19716967,19717378,19717615,19717856,19718151,19718380,19719220,19719409,19719747,19773139,19783063,19783983,	19715274,19715526,19715849,19716221,19716456,19716906,19717258,19717539,19717787,19718079,19718306,19718593,19719286,19719607,19719973,19773379,19783354,19784141,	FBgn0261360	CG42637	CG42637
FBtr0300858	chr3L	+	19722093	19723502	19722515	19723322	1	19722093,	19723502,	FBgn0260434	CG42529	CG42529
FBtr0302283	chr3L	-	19738933	19742819	19739784	19742584	3	19738933,19740663,19742215,	19740523,19741514,19742819,	FBgn0261361	CG42638	CG42638
FBtr0302281	chr3L	-	19744042	19786669	19744959	19751330	18	19744042,19746777,19747036,19747330,19747706,19747989,19748383,19748794,19749031,19749272,19749567,19749796,19750635,19750824,19751162,19773139,19783063,19786553,	19746690,19746942,19747265,19747637,19747872,19748322,19748674,19748955,19749203,19749495,19749722,19750009,19750701,19751022,19751388,19773379,19783354,19786669,	FBgn0261688	Gyc76C	Gyc76C
FBtr0302282	chr3L	-	19744042	19786669	19744959	19751330	19	19744042,19746777,19747036,19747330,19747706,19747989,19748383,19748794,19749031,19749272,19749567,19749796,19750635,19750824,19751162,19773139,19783063,19784547,19786553,	19746690,19746942,19747265,19747637,19747872,19748322,19748674,19748955,19749203,19749495,19749722,19750009,19750701,19751022,19751388,19773379,19783354,19784710,19786669,	FBgn0261688	Gyc76C	Gyc76C
FBtr0333879	chr3L	-	19744042	19786669	19744959	19751330	18	19744042,19746777,19747036,19747330,19747706,19747989,19748383,19748794,19749031,19749272,19749567,19749796,19750635,19750824,19751162,19773139,19783063,19786527,	19746690,19746942,19747265,19747637,19747872,19748322,19748674,19748955,19749203,19749495,19749722,19750009,19750701,19751022,19751388,19773379,19783354,19786669,	FBgn0261688	Gyc76C	Gyc76C
FBtr0302280	chr3L	-	19744042	19784141	19744959	19751330	18	19744042,19746777,19747036,19747330,19747706,19747989,19748383,19748794,19749031,19749272,19749567,19749796,19750635,19750824,19751162,19773139,19783063,19783983,	19746690,19746942,19747265,19747637,19747872,19748322,19748674,19748955,19749203,19749495,19749722,19750009,19750701,19751022,19751388,19773379,19783354,19784141,	FBgn0261688	Gyc76C	Gyc76C
FBtr0074950	chr3L	+	19753438	19754920	19753930	19754737	1	19753438,	19754920,	FBgn0036905	CG14101	CG14101
FBtr0304279	chr3L	+	19791060	19791159	19791159	19791159	1	19791060,	19791159,	FBgn0262393	mir-33	mir-33
FBtr0304280	chr3L	+	19791085	19791106	19791106	19791106	1	19791085,	19791106,	FBgn0262393	mir-33	mir-33
FBtr0074928	chr3L	-	19792074	19794391	19792748	19794336	3	19792074,19792919,19793828,	19792859,19793626,19794391,	FBgn0036906	CG14102	CG14102
FBtr0301607	chr3L	+	19792377	19796527	19792377	19796477	8	19792377,19792483,19794545,19794765,19795090,19795265,19795435,19795997,	19792432,19792725,19794708,19795028,19795214,19795374,19795940,19796527,	FBgn0260874	Ir76a	Ir76a
FBtr0301603	chr3L	+	19794429	19796527	19794641	19796477	7	19794429,19794555,19794765,19795090,19795265,19795435,19795997,	19794506,19794708,19795028,19795214,19795374,19795940,19796527,	FBgn0260874	Ir76a	Ir76a
FBtr0301604	chr3L	+	19794517	19796527	19794641	19796477	6	19794517,19794765,19795090,19795265,19795435,19795997,	19794708,19795028,19795214,19795374,19795940,19796527,	FBgn0260874	Ir76a	Ir76a
FBtr0301606	chr3L	+	19794517	19796527	19794641	19795113	6	19794517,19794765,19795077,19795265,19795435,19795997,	19794708,19795028,19795214,19795374,19795940,19796527,	FBgn0260874	Ir76a	Ir76a
FBtr0333878	chr3L	-	19796837	19798180	19797101	19798129	3	19796837,19797387,19797576,	19797332,19797509,19798180,	FBgn0036908	CG14103	CG14103
FBtr0074927	chr3L	-	19797022	19798180	19797101	19798129	3	19797022,19797387,19797576,	19797332,19797509,19798180,	FBgn0036908	CG14103	CG14103
FBtr0074879	chr3L	+	19798280	19800032	19799420	19799890	3	19798280,19799609,19799785,	19799552,19799732,19800032,	FBgn0036909	CG15881	CG15881
FBtr0110816	chr3L	-	19798340	19799136	19798467	19799103	1	19798340,	19799136,	FBgn0083952	CG34116	CG34116
FBtr0074880	chr3L	+	19799194	19800032	19799301	19799890	4	19799194,19799405,19799609,19799785,	19799337,19799552,19799732,19800032,	FBgn0036909	CG15881	CG15881
FBtr0299563	chr3L	-	19799910	19800299	19800039	19800246	1	19799910,	19800299,	FBgn0040786	CG14104	CG14104
FBtr0074881	chr3L	+	19800331	19803498	19801036	19802920	6	19800331,19801012,19801299,19801843,19802174,19802738,	19800419,19801237,19801784,19802107,19802674,19803498,	FBgn0024889	Kap-alpha1	Kap-alpha1
FBtr0074925	chr3L	-	19803502	19806439	19803651	19806302	3	19803502,19805269,19806208,	19805034,19805307,19806439,	FBgn0036910	Cyp305a1	Cyp305a1
FBtr0074924	chr3L	-	19806869	19809038	19807088	19808874	5	19806869,19807406,19807906,19808520,19808854,	19807350,19807836,19808361,19808595,19809038,	FBgn0023094	cyc	cyc
FBtr0332727	chr3L	-	19809184	19810890	19809302	19810602	9	19809184,19809445,19809692,19809819,19809970,19810159,19810330,19810716,19810849,	19809381,19809631,19809761,19809920,19810103,19810267,19810649,19810795,19810890,	FBgn0036911	Fibp	Fibp
FBtr0310477	chr3L	-	19809264	19811067	19809302	19810602	9	19809264,19809445,19809692,19809819,19809970,19810159,19810330,19810716,19810849,	19809381,19809631,19809761,19809920,19810103,19810267,19810649,19810795,19811067,	FBgn0036911	Fibp	Fibp
FBtr0089595	chr3L	-	19809264	19810890	19809302	19810602	8	19809264,19809445,19809692,19809819,19809970,19810159,19810330,19810716,	19809381,19809631,19809761,19809920,19810103,19810267,19810649,19810890,	FBgn0036911	Fibp	Fibp
FBtr0089596	chr3L	-	19809264	19810890	19809302	19810602	7	19809264,19809445,19809692,19809819,19809970,19810159,19810330,	19809381,19809631,19809761,19809920,19810103,19810267,19810890,	FBgn0036911	Fibp	Fibp
FBtr0332728	chr3L	-	19809264	19810890	19809761	19810602	9	19809264,19809445,19809692,19809819,19809970,19810159,19810330,19810716,19810849,	19809381,19809631,19809774,19809920,19810103,19810267,19810649,19810795,19810890,	FBgn0036911	Fibp	Fibp
FBtr0332153	chr3L	+	19811273	19823786	19811634	19822290	4	19811273,19812311,19821416,19822119,	19811766,19813110,19822045,19823786,	FBgn0013799	Deaf1	Deaf1
FBtr0074882	chr3L	+	19811273	19822623	19811634	19822290	4	19811273,19812311,19821416,19822119,	19811766,19813110,19822045,19822623,	FBgn0013799	Deaf1	Deaf1
FBtr0100666	chr3L	+	19811273	19822623	19811634	19822290	4	19811273,19812311,19821416,19822119,	19811766,19813101,19822045,19822623,	FBgn0013799	Deaf1	Deaf1
FBtr0310476	chr3L	+	19812201	19822623	19812290	19822290	3	19812201,19821416,19822119,	19813110,19822045,19822623,	FBgn0013799	Deaf1	Deaf1
FBtr0332726	chr3L	+	19812201	19822623	19812290	19822290	3	19812201,19821416,19822119,	19813101,19822045,19822623,	FBgn0013799	Deaf1	Deaf1
FBtr0332154	chr3L	-	19823963	19827404	19825175	19827192	5	19823963,19825327,19825869,19826033,19826709,	19825270,19825824,19825976,19826243,19827404,	FBgn0003744	trc	trc
FBtr0074922	chr3L	-	19824490	19827404	19825175	19827192	5	19824490,19825327,19825869,19826033,19826709,	19825270,19825812,19825976,19826243,19827404,	FBgn0003744	trc	trc
FBtr0301008	chr3L	+	19827769	19829513	19827900	19829337	3	19827769,19828453,19829220,	19828390,19829145,19829513,	FBgn0052221	CG32221	CG32221
FBtr0074884	chr3L	+	19829713	19838044	19829775	19837962	8	19829713,19830449,19833191,19834963,19835391,19835777,19836293,19836664,	19830388,19833117,19834905,19835332,19835706,19836089,19836600,19838044,	FBgn0001324	kto	kto
FBtr0304716	chr3L	+	19836193	19838044	19836293	19837962	3	19836193,19836293,19836664,	19836229,19836600,19838044,	FBgn0001324	kto	kto
FBtr0074885	chr3L	+	19838392	19854025	19838688	19853711	5	19838392,19838634,19851477,19851914,19853504,	19838528,19838730,19851592,19853440,19854025,	FBgn0020389	Papss	Papss
FBtr0074886	chr3L	+	19838392	19854025	19838688	19853711	4	19838392,19851477,19851914,19853504,	19838730,19851592,19853440,19854025,	FBgn0020389	Papss	Papss
FBtr0074887	chr3L	+	19838392	19854025	19838688	19853711	5	19838392,19838611,19851477,19851914,19853504,	19838528,19838730,19851592,19853440,19854025,	FBgn0020389	Papss	Papss
FBtr0111108	chr3L	+	19838392	19854025	19841453	19853711	5	19838392,19841269,19851477,19851914,19853504,	19838730,19841498,19851592,19853440,19854025,	FBgn0020389	Papss	Papss
FBtr0332146	chr3L	+	19838392	19854025	19838688	19853711	5	19838392,19838596,19851477,19851914,19853504,	19838528,19838730,19851592,19853440,19854025,	FBgn0020389	Papss	Papss
